"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","mean"
"sim.6.dtree",0.068,0.135,0.207,0.707,0.711,0.704,0.646,0.766,0.412,NA,0.434,0.904,0.333,0.262,0.773,0.143,0.348,0.453,NA,0.409,0.129,NA,0.848,0.189,0.103,0.639,0.369,NA,NA,0.599,0.192,0.11,0.53,0.284,NA,0.249,NA,NA,0.475,NA,0.424
"sim.6.entrop",0.262,0.423,0.537,0.898,0.96,0.934,0.922,0.967,0.783,NA,0.797,0.996,0.677,0.585,0.968,0.441,0.733,0.827,NA,0.775,0.391,NA,0.988,0.527,0.348,0.861,0.734,NA,NA,0.905,0.532,0.365,0.851,0.598,NA,0.602,NA,NA,0.795,NA,0.709
"sim.6.icert",0.78,0.596,0.401,0.007,0.052,0.019,0.043,0.017,0.18,NA,0.153,0.005,0.204,0.275,0.015,0.608,0.268,0.179,0.123,0.171,0.535,0.515,0.009,0.537,0.642,0.017,0.166,0.566,NA,0.066,0.521,0.636,0.074,0.235,0.827,0.344,0.449,0.177,0.091,0.778,0.297
"sim.6.binp",0.045,0,0,0.172,0.173,0.213,0.259,0.407,0.21,0.333,0.407,0.539,0.002,0.02,0.532,0,0.1,0.259,0.556,0.111,0,0.111,0.35,0,0,0.407,0.259,0.111,0.012,0.173,0,0.001,0.333,0.045,0.037,0.004,0,0.556,0.111,0.333,0.18
"sim.6.dstat",0.04,0.209,0.478,0.498,0.051,0.323,0.276,0.177,0.325,NA,0.358,0.027,0.585,0.678,0.185,0.087,0.227,0.176,1,0.376,0.596,1,0.081,0.042,0.344,0.568,0.568,1,NA,0.259,0.084,0.29,0.367,0.736,1,0.43,1,1,0.539,1,0.447
"sim.6.kcstat",347.154,31.197,8.513,1.333,8.428,1.801,2.484,2.189,4.89,NA,4.133,4.467,3.922,4.664,2.082,69.466,8.755,7.373,2.375,4.349,11.872,8.524,2.707,103.431,25.816,1.493,3.444,10.211,NA,3.085,50.687,28.545,2.739,3.932,37.76,7.495,6.843,2.879,2.548,27,22.647
"ID.7",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.7",90.86,92.13,94.19,37.47,34.81,56.29,75.33,53.17,77.53,97.29,17.82,62.22,90.43,50.74,40.48,75.06,67.37,81.25,96.05,54.4,84.75,91.85,62.54,85.45,93.22,77.04,22.92,53.67,90,65.75,80.04,61.94,59.77,37.2,93.14,48.64,89.96,17.83,92.68,34,67.182
"sDF1.sim.7",9.14,2.59,1.34,23.55,28.49,24.43,14.15,22.52,16.2,2.71,8.62,14.91,6.19,23.08,41.08,14.22,21.3,8.63,3.51,45.1,7.7,0,16,7.39,2.75,10.84,63.08,0,0,20.35,9.08,9.78,25.01,15.87,5.86,41.33,4.4,62.03,4.12,2,15.984
"sDF2.sim.7",0,5.29,4.46,38.98,36.7,19.28,10.52,24.31,6.27,0,60.56,22.87,3.38,26.18,18.44,10.72,11.33,10.13,0.44,0.5,7.54,8.15,21.46,7.16,4.03,12.12,0,6.33,0,13.91,10.88,28.27,15.22,36.92,1,10.03,5.64,20.13,3.2,0,13.059
"sN.7",4.5,6.65,16.34,10.17,7.21,9.36,10.7,5.51,6.71,4.65,2.04,5.94,15.15,4.99,8.17,15.52,8.81,11.43,5.21,3.98,9.42,3.27,10.36,21.98,16.05,5.36,2.22,0.96,0.9,13.9,15.49,7.08,4.33,1.78,3.36,5.83,9.97,2.54,3.61,0.5,7.549
"br.length.7",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.7.dnet",NA,0.512,0.53,0.267,0.333,0.284,0.357,0.315,0.295,NA,0.241,0.263,0.492,0.305,0.203,0.357,0.255,0.425,0.554,0.009,0.475,NA,0.288,0.481,0.549,0.397,NA,NA,NA,0.285,0.412,0.171,0.244,0.192,0.489,0.109,0.512,0.318,0.549,NA,0.348
"sim.7.dtree",NA,0.082,0.06,0.878,0.926,0.559,0.281,0.611,0.253,NA,0.354,0.466,0.101,0.654,0.835,0.285,0.39,0.207,0.04,0.591,0.165,NA,0.461,0.157,0.07,0.259,NA,NA,NA,0.413,0.222,0.47,0.504,0.812,0.071,0.691,0.106,0.469,0.076,NA,0.379
"sim.7.entrop",NA,0.296,0.23,0.979,0.995,0.897,0.662,0.924,0.606,NA,0.749,0.834,0.344,0.941,0.95,0.666,0.767,0.557,0.164,0.652,0.485,NA,0.835,0.469,0.267,0.635,NA,NA,NA,0.796,0.58,0.802,0.856,0.936,0.253,0.861,0.359,0.843,0.284,NA,0.651
"sim.7.icert",0.559,0.696,0.734,0,0.001,0.115,0.37,0.103,0.336,0.82,0.227,0.16,0.657,0.075,0,0.367,0.205,0.498,0.78,0.006,0.586,0.593,0.18,0.599,0.751,0.427,0.164,0.514,NA,0.211,0.472,0.103,0.125,0,0.676,0.005,0.677,0.197,0.746,0.69,0.37
"sim.7.binp",0.012,0.007,0,0.441,0.429,0.145,0.009,0.32,0.045,0.004,0.556,0.1,0,0.21,0.532,0.001,0.042,0.001,0.004,0.407,0.001,0.037,0.077,0,0,0.045,0.556,0.333,0.333,0.017,0,0.173,0.111,0.556,0.037,0.32,0,0.259,0.111,NA,0.16
"sim.7.dstat",1,0.343,0.538,0.228,0.1,0.118,0.147,0.038,0.442,1,0.348,0.211,0.294,0.063,0.374,0.14,0.306,0.08,0.777,0.978,0.01,1,0.146,0.016,0.189,0.056,1,1,NA,0.188,0.09,0.486,0.243,0.399,0.708,0.609,0.124,0.061,0.126,1,0.384
"sim.7.kcstat",9.941,33.163,29.76,1.108,1.299,7.186,17.854,17.123,7.176,35.9,5.646,5.943,30.979,8.923,1.027,18.383,5.621,48.413,31.143,1.209,482.562,11.27,8.524,340.391,70.68,51.719,2.752,8.479,NA,8.05,39.422,2.821,4.551,1.013,18.959,1.234,69,19.217,97.261,17,40.326
"ID.8",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.8",81.46,86.42,88.5,57.05,27,58.72,61.67,73.28,45.04,100,74.05,77.16,82.15,47.95,48.54,84.53,27.33,85.32,97.6,70.75,94.99,92.57,54.4,79.01,95.5,81.53,42.73,39.92,92.5,53.67,78.21,80.9,63.72,79.5,95.47,87.8,87.26,0.4,73.54,100,71.204
"sDF1.sim.8",17.92,11.81,8.43,15.26,27.34,23.64,29.16,0,29.37,0,13.78,9.83,6.21,29.68,24.28,9.28,24.34,5.69,2.4,17.92,1.47,0,20.95,10.42,2.4,6.48,9.75,6.33,1.5,26.33,12,8.17,20.67,18.1,0,4.29,10.65,9.73,9.96,0,12.139
"sDF2.sim.8",0.62,1.77,3.07,27.69,45.66,17.63,9.17,26.72,9.59,0,12.16,13.02,11.64,22.36,27.18,6.19,25.33,8.99,0,11.33,3.55,7.43,24.66,10.57,2.1,11.98,47.52,5.75,0,20,9.79,10.93,15.62,2.4,4.53,7.9,2.09,89.87,16.5,0,14.333
"sN.8",6.01,8.26,23.43,13.61,8.3,13.12,8.18,7.41,3.2,4.42,5.86,5.9,5.71,6.87,12.13,13.71,1.68,4.09,3.06,1.88,6.39,4.52,11.04,21.54,24.62,3.95,3.23,0.86,1.07,15.14,19.67,5.63,3.23,2.98,3.58,13.38,5.93,3.15,9.28,3.9,7.998
"br.length.8",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.8.dnet",0.233,0.351,0.433,0.221,0.338,0.278,0.159,NA,0.139,NA,0.374,0.373,0.379,0.276,0.31,0.43,0.367,0.434,NA,0.3,0.557,NA,0.297,0.426,0.596,0.374,0.104,0.284,NA,0.275,0.393,0.405,0.294,0.241,NA,0.453,0.377,0.389,0.313,NA,0.339
"sim.8.dtree",0.204,0.146,0.122,0.547,0.746,0.52,0.474,NA,0.588,NA,0.298,0.258,0.196,0.704,0.693,0.168,0.897,0.158,NA,0.343,0.051,NA,0.591,0.235,0.046,0.203,0.711,0.252,NA,0.603,0.245,0.211,0.443,0.228,NA,0.13,0.136,0.107,0.305,NA,0.35
"sim.8.entrop",0.461,0.409,0.386,0.876,0.97,0.873,0.798,NA,0.859,NA,0.684,0.631,0.532,0.954,0.954,0.487,0.952,0.469,NA,0.728,0.209,NA,0.914,0.6,0.195,0.544,0.859,0.642,NA,0.917,0.614,0.563,0.822,0.529,NA,0.409,0.399,0.314,0.685,NA,0.644
"sim.8.icert",0.319,0.47,0.574,0.088,0.046,0.135,0.094,0.163,0.032,NA,0.373,0.404,0.459,0.04,0.058,0.534,0.001,0.546,0.837,0.274,0.776,0.618,0.105,0.476,0.834,0.448,0.002,0.424,0.882,0.086,0.434,0.473,0.197,0.308,0.734,0.589,0.504,0.538,0.313,NA,0.373
"sim.8.binp",0.018,0.003,0,0.058,0.259,0.035,0.088,0.045,0.704,0.012,0.1,0.018,0.018,0.429,0.178,0,1,0.111,0.037,0.556,0.001,0.045,0.122,0,0,0.111,0.259,1,0.333,0.088,0,0.018,0.259,0.259,0.111,0,0.018,0.037,0.008,0.012,0.159
"sim.8.dstat",0.933,0.739,0.466,0.289,0.006,0.146,0.522,1,0.508,NA,0.062,0.14,0.304,0.141,0.056,0.2,0.02,0.225,1,0.225,0.414,1,0.081,0.007,0.067,0.298,0.628,0.048,1,0.137,0.101,0.145,0.139,0.766,1,0.296,0.672,0.921,0.247,NA,0.393
"sim.8.kcstat",4.673,8.431,15.938,3.362,54.882,6.837,2.626,2.743,1.792,NA,38.204,21.107,13.985,3.496,8.366,25.353,3.02,24.13,40.667,9.017,44.962,12.459,9.016,457.267,311.333,13.645,1.145,58.914,61.667,5.319,30.959,26.351,9.525,4.911,21.075,23.133,9.95,9.589,9.722,NA,37.094
"ID.9",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.9",97.9,88.33,82.96,53.77,18.81,38.84,41.25,77.22,66.79,98.51,60.64,22.85,94.56,88.02,52.3,85.94,80.71,50.49,85.83,68.89,75.14,85.6,73.73,72.88,91.71,23.08,84.83,72.92,0,51.28,91.43,66.72,86.42,0,100,68.93,96.18,5.15,74.62,9,64.606
"sDF1.sim.9",2.1,10.31,11.16,17.08,46,23.39,34.75,17.87,15.45,0.3,22.59,65.6,1.17,7.06,21.11,7.82,6.26,27.5,6.67,9.88,21.34,0,8.61,18.93,2.91,0,11.67,0,10,17.5,3.82,10.31,0,36.5,0,17.26,2.31,0.67,6.06,0,13.049
"sDF2.sim.9",0,1.37,5.89,29.15,35.19,37.77,24,4.9,17.77,1.19,16.77,11.55,4.28,4.92,26.59,6.23,13.03,22,3.5,21.23,3.52,14.4,17.67,8.19,5.38,76.92,3.5,3.08,0,31.22,4.75,22.97,10.58,5.5,0,13.81,1.52,94.18,19.32,0,15.596
"sN.9",4.37,7.88,16.46,13.25,6.62,6.4,7.1,12.42,7.64,8.81,6.56,3.73,8.88,5.8,6.19,15.07,7.38,5.85,1.89,5.31,3.71,3.37,9.05,8.96,14.58,1.76,2.56,1.25,0.1,14.38,22.34,3.33,1.38,0.45,1.18,5.95,7.89,1.7,9.38,0.09,6.776
"br.length.9",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.9.dnet",NA,0.381,0.387,0.227,0.216,0.265,0.276,0.259,0.332,0.627,0.281,0.238,0.534,0.477,0.283,0.465,0.352,0.285,0.46,0.245,0.201,NA,0.286,0.265,0.511,NA,0.363,NA,NA,0.219,0.534,0.227,NA,NA,NA,0.328,0.596,0.507,0.245,NA,0.351
"sim.9.dtree",NA,0.124,0.186,0.601,0.74,0.881,0.832,0.257,0.398,0.015,0.49,0.415,0.056,0.127,0.626,0.151,0.213,0.658,0.112,0.368,0.284,NA,0.303,0.314,0.086,NA,0.164,NA,NA,0.644,0.09,0.399,NA,NA,NA,0.368,0.039,0.06,0.291,NA,0.332
"sim.9.entrop",NA,0.366,0.516,0.906,0.946,0.978,0.979,0.596,0.787,0.077,0.855,0.786,0.218,0.407,0.928,0.457,0.557,0.94,0.391,0.741,0.603,NA,0.676,0.683,0.309,NA,0.462,NA,NA,0.92,0.32,0.767,NA,NA,NA,0.758,0.171,0.221,0.643,NA,0.612
"sim.9.icert",0.853,0.517,0.475,0.065,0.013,0,0.005,0.303,0.258,0.907,0.157,0.176,0.743,0.618,0.078,0.586,0.418,0.064,0.626,0.212,0.238,0.405,0.292,0.266,0.691,0.221,0.468,0.755,NA,0.043,0.716,0.179,0.503,0.44,NA,0.278,0.84,0.706,0.267,NA,0.389
"sim.9.binp",0.012,0.003,0,0.104,0.429,0.649,0.429,0.001,0.088,0,0.173,0.407,0.001,0.018,0.32,0,0.007,0.32,0.111,0.045,0.111,0.037,0.008,0.008,0,0.556,0.259,0.333,NA,0.149,0,0.259,0.333,NA,0.333,0.1,0,0.111,0.008,NA,0.155
"sim.9.dstat",1,0.765,0.309,0.261,0.303,0.235,0.183,0.57,0.07,0.597,0.148,0.328,0.571,0.179,0.115,0.113,0.351,0.111,0.312,0.365,0.717,1,0.345,0.396,0.298,1,0.539,1,NA,0.282,0.109,0.38,1,1,NA,0.111,0.206,0.77,0.522,NA,0.448
"sim.9.kcstat",46.619,9.727,14.624,3.04,1.66,1.074,1.605,5.576,22.129,110.348,7.538,4.783,30.029,38.832,5.692,50.132,10.997,5.18,25.972,5.199,4.019,5.944,7.188,6.023,35.951,3.333,9.955,23.675,NA,2.462,94.204,4.456,8.168,6.636,NA,15.977,119.823,20.873,5.17,NA,20.935
"ID.10",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.10",94.77,72.05,91.07,52.3,57.52,50.4,76.16,72.67,79.4,100,38.72,71.63,75.07,92.57,22.93,81.06,48.91,75.43,80.92,63.86,90.69,73.9,51.77,84.08,88.45,92.85,8,6.83,81.25,44.06,84.15,66.4,33.23,27.33,87.62,72.91,75.82,38.4,59.22,98,66.56
"sDF1.sim.10",5.11,21,6.16,32.31,17.51,33.8,9.61,3.18,16.06,0,44.93,13.72,14.65,0.2,37.83,14.31,15.79,10.68,12.92,10.66,0.38,0,14.18,10.01,7.77,2.9,92,10.67,18.75,31.88,5.63,9.07,26.42,1.67,12.13,17.25,19.52,1.83,14.08,2,15.464
"sDF2.sim.10",0.13,6.95,2.78,15.39,24.98,15.79,14.24,24.15,4.55,0,16.36,14.65,10.28,7.23,39.24,4.62,35.3,13.89,6.17,25.48,8.93,26.1,34.05,5.91,3.78,4.25,0,68.5,0,24.06,10.21,24.54,40.35,62,0.25,9.84,4.65,59.77,26.7,0,17.402
"sN.10",5.01,9.17,22.56,15.22,9.11,8.75,7.13,6.65,6.1,3.18,5.06,7.78,9.11,4.94,6.9,10.61,4.61,7.66,2.48,4.73,6.34,3.81,6.73,17.54,15.14,4.35,1.19,1.38,4.33,10.3,25.34,5.37,2.04,1.74,4.4,10.6,9.54,3.34,8.93,1.21,7.51
"br.length.10",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.10.dnet",0.505,0.228,0.49,0.192,0.264,0.189,0.349,0.164,0.287,NA,0.181,0.369,0.346,0.449,0.259,0.318,0.183,0.362,0.353,0.203,0.408,NA,0.172,0.412,0.453,0.543,NA,0.344,NA,0.284,0.406,0.201,0.308,0.092,0.336,0.301,0.233,0.042,0.219,NA,0.298
"sim.10.dtree",0.054,0.325,0.094,0.626,0.539,0.659,0.271,0.317,0.23,NA,0.76,0.331,0.285,0.077,0.873,0.209,0.686,0.28,0.211,0.441,0.098,NA,0.636,0.173,0.123,0.074,NA,0.225,NA,0.777,0.172,0.404,0.85,0.376,0.132,0.313,0.275,0.504,0.512,NA,0.369
"sim.10.entrop",0.193,0.682,0.324,0.903,0.883,0.913,0.646,0.623,0.562,NA,0.931,0.722,0.665,0.249,0.976,0.537,0.918,0.661,0.553,0.795,0.296,NA,0.896,0.495,0.392,0.278,NA,0.62,NA,0.972,0.492,0.759,0.987,0.655,0.352,0.693,0.611,0.681,0.855,NA,0.651
"sim.10.icert",0.709,0.23,0.659,0.041,0.115,0.028,0.372,0.19,0.346,NA,0.004,0.343,0.358,0.625,0,0.39,0.019,0.377,0.422,0.138,0.565,0.172,0.031,0.511,0.595,0.741,0.598,0.43,0.304,0.019,0.506,0.159,0.007,0.112,0.466,0.296,0.269,0.034,0.106,0.859,0.311
"sim.10.binp",0.004,0.008,0,0.088,0.145,0.35,0.045,0.045,0.018,0.037,0.539,0.02,0.008,0.004,0.429,0.001,0.539,0.02,0.111,0.21,0.001,0.111,0.429,0,0,0.012,0.333,0.333,0.012,0.213,0,0.045,0.556,0.556,0.012,0.009,0.02,0.259,0.145,0.333,0.15
"sim.10.dstat",0.95,0.503,0.378,0.355,0.176,0.363,0.194,0.767,0.558,NA,0.406,0.033,0.175,0.946,0.245,0.512,0.382,0.131,0.354,0.41,0.918,1,0.412,0.258,0.345,0.189,1,0.219,1,0.14,0.289,0.46,0.114,0.885,0.96,0.274,0.615,0.909,0.309,1,0.491
"sim.10.kcstat",19.004,4.633,26.121,2.181,5.356,1.922,14.374,3.314,6.503,NA,1.278,62.269,14.826,13.139,1.095,7.889,1.698,20.171,11.074,3.59,10.563,2.831,1.892,19.066,21.221,66.63,11.5,16.06,4.333,2.558,17.144,3.706,2.046,2.351,7.354,8.511,4.786,1.584,3.577,49,12.235
"ID.11",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.11",99.17,91.95,95.07,51.89,20.29,71.73,50.95,84.22,72.89,91,60.98,69.98,89.18,42.3,56.28,61.48,75.6,99.48,91.33,51.83,91.08,99.33,40.52,78.79,97.61,83.42,78,34.5,97,64.9,68.6,73.95,7.5,78.33,99.1,74.16,87.28,7.33,78.42,100,71.686
"sDF1.sim.11",0,4.22,0,22.08,29.84,17.23,20.06,3.78,24.67,0,15.7,10.2,4.77,24.46,23.52,27.33,18.06,0,0,48.17,1.36,0,25.41,8.98,1.04,9.83,12,0,0,11.4,20.07,1.53,21.33,5.5,0.45,18.16,9.55,10,0.5,0,11.28
"sDF2.sim.11",0.83,3.83,4.93,26.03,49.87,11.04,28.99,12,2.44,0,23.32,19.82,6.05,33.23,20.2,11.18,6.34,0.52,8.67,0,7.57,0.67,34.07,12.23,1.36,6.75,0,0.5,0,23.7,11.33,24.52,19.17,16.17,0.45,7.68,3.18,55.67,21.08,0,12.885
"sN.11",1.94,6.91,12.55,13.81,8.75,9.82,5.05,4.99,5.68,1.94,3.71,7.7,11.72,4.57,6.93,5.81,2.97,9.34,1.7,2.11,8.32,1.51,6.3,13.33,19.51,2.51,1.44,0.36,0.97,14.6,19.16,4.13,0.73,1.8,4.93,13.01,12.9,1.02,2.01,1.98,6.463
"br.length.11",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.11.dnet",NA,0.549,NA,0.297,0.254,0.309,0.257,0.358,0.153,NA,0.265,0.266,0.503,0.285,0.301,0.19,0.265,NA,NA,NA,0.446,NA,0.294,0.383,0.625,0.421,NA,NA,NA,0.227,0.27,0.149,0.165,0.29,0.653,0.273,0.408,0.308,0.186,NA,0.322
"sim.11.dtree",NA,0.084,NA,0.633,0.669,0.329,0.65,0.171,0.314,NA,0.485,0.353,0.114,0.811,0.56,0.477,0.278,NA,NA,NA,0.093,NA,0.847,0.237,0.024,0.181,NA,NA,NA,0.426,0.372,0.3,0.678,0.243,0.009,0.297,0.136,0.264,0.242,NA,0.354
"sim.11.entrop",NA,0.306,NA,0.932,0.939,0.714,0.933,0.476,0.607,NA,0.848,0.731,0.38,0.978,0.898,0.818,0.633,NA,NA,NA,0.309,NA,0.984,0.602,0.118,0.511,NA,NA,NA,0.791,0.753,0.575,0.765,0.588,0.052,0.663,0.412,0.681,0.496,NA,0.638
"sim.11.icert",0.931,0.74,0.717,0.081,0.046,0.291,0.055,0.457,0.184,NA,0.149,0.239,0.659,0.01,0.125,0.109,0.293,0.953,0.575,0.001,0.609,0.942,0.005,0.431,0.895,0.514,0.433,0.892,NA,0.162,0.228,0.19,0.002,0.34,0.958,0.285,0.535,0.384,0.255,NA,0.397
"sim.11.binp",0.111,0.007,0,0.149,0.35,0.02,0.21,0.045,0.1,0.111,0.407,0.088,0.001,0.539,0.173,0.1,0.259,0,0.111,0.556,0,0.556,0.32,0,0,0.259,0.333,NA,0.333,0.031,0.002,0.111,1,0.556,0.004,0.002,0,0.333,0.111,0.111,0.19
"sim.11.dstat",1,0.048,1,0.082,0.191,0.219,0.182,0.521,0.82,NA,0.195,0.32,0.118,0.152,0.076,0.419,0.48,1,1,1,0.695,1,0.146,0.153,0.133,0.186,1,1,NA,0.35,0.278,0.883,0.438,0.492,NA,0.406,0.5,0.154,0.954,NA,0.489
"sim.11.kcstat",119.482,225.949,19.284,7.547,3.097,9.805,3.459,9.786,3.169,NA,5.942,6.214,65.945,2.034,10.867,3.115,5.91,191.308,10.534,1.076,14.448,148.254,1.745,21.48,301.781,24.893,6.5,69,NA,4.35,6.553,3.15,1.185,6.826,NA,6.344,13.203,18.105,3.786,NA,37.67
"ID.12",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.12",98.67,94.74,92.51,65.37,47.94,48.43,43.17,70.97,75.57,100,68.09,39.09,37.34,53.94,45.41,68.61,69.35,88.41,82,13.83,90.57,47.5,59.17,83.65,92.95,0,10.5,63.67,99.5,52.4,74.04,58.14,83.01,94.19,94.6,68.7,80.99,23.17,87.83,8,64.4
"sDF1.sim.12",1.33,4.51,3.65,9.91,27.71,20.5,32.86,5.13,16.75,0,14.11,46.4,46.36,18.75,24.84,10.35,13.71,7.02,3,20.33,7.59,0,18.82,8.99,5.68,0,30,17,0.5,13.8,22.49,27.95,13.84,3.4,4.9,24.26,6.79,0.67,7.15,0,13.526
"sDF2.sim.12",0,0.74,3.84,24.72,24.34,31.07,23.97,23.9,7.68,0,17.8,14.51,16.3,27.31,29.75,21.03,16.94,4.57,3,15.83,1.83,52.5,22.01,7.36,1.36,100,22.5,0.33,0,33.8,3.47,13.91,3.15,2.42,0.5,7.04,12.22,65.17,5.02,0,16.547
"sN.12",3.46,11.47,16,12.4,6.98,9.87,7.11,10.26,8.06,3.46,5.85,6.36,5.89,6.56,9.08,8.43,6.56,4.04,1.24,0.9,5.77,2.23,6.56,20.44,10.83,1.53,0.76,0.95,2.95,12.1,20.83,9.02,5.03,3.94,6.83,12.17,10.17,1.95,3.77,0.08,7.047
"br.length.12",88.7,99.5,99.6,31.6,0,94.8,31.3,92.6,91.3,95.2,92,75.7,95.9,74.1,73.6,99.5,42.2,88,71.4,72.1,96.7,81.7,87.1,98.3,99,86.2,43.6,0,85,81.8,95.1,90.9,23.7,72,86.5,98.1,98.4,0,89.9,75.1,74.955
"sim.12.dnet",NA,0.525,0.559,0.205,0.308,0.249,0.28,0.18,0.294,NA,0.322,0.16,0.183,0.256,0.302,0.251,0.332,0.476,0.519,0.308,0.448,NA,0.305,0.443,0.495,NA,0.185,0.164,NA,0.17,0.186,0.208,0.318,0.566,0.513,0.189,0.371,0.119,0.475,NA,0.32
"sim.12.dtree",NA,0.054,0.078,0.419,0.704,0.695,0.794,0.34,0.278,NA,0.38,0.732,0.733,0.598,0.751,0.372,0.362,0.123,0.07,0.74,0.099,NA,0.513,0.178,0.073,NA,0.657,0.237,NA,0.625,0.298,0.529,0.186,0.06,0.055,0.371,0.21,0.306,0.13,NA,0.375
"sim.12.entrop",NA,0.207,0.289,0.776,0.958,0.946,0.975,0.672,0.645,NA,0.769,0.913,0.928,0.911,0.97,0.747,0.753,0.397,0.34,0.809,0.326,NA,0.872,0.508,0.263,NA,0.85,0.553,NA,0.891,0.614,0.861,0.489,0.238,0.206,0.718,0.555,0.593,0.412,NA,0.646
"sim.12.icert",0.898,0.733,0.758,0.152,0.052,0.035,0.013,0.186,0.317,NA,0.264,0.005,0.008,0.079,0.032,0.214,0.286,0.621,0.78,0.011,0.607,0.002,0.157,0.54,0.682,NA,0.015,0.257,0.955,0.034,0.217,0.091,0.408,0.782,0.717,0.172,0.44,0.17,0.615,NA,0.333
"sim.12.binp",0.037,0,0,0.019,0.429,0.213,0.429,0.02,0.02,0.037,0.1,0.32,0.32,0.173,0.35,0.02,0.045,0.012,0.333,1,0.018,0.556,0.173,0,0,0.111,1,0.333,0.037,0.178,0,0.145,0.045,0.012,0.007,0.019,0.003,0.556,0.111,NA,0.184
"sim.12.dstat",1,0.718,0.025,0.428,0.065,0.205,0.156,0.647,0.371,NA,0.116,0.459,0.392,0.186,0.09,0.34,0.105,0.211,NA,0.067,0.611,1,0.078,0.1,0.614,NA,0.364,0.962,1,0.42,0.733,0.335,0.629,0.168,0.815,0.55,0.286,0.944,0.175,NA,0.427
"sim.12.kcstat",74.188,24.934,467.684,3.745,7.003,2.642,2.16,3.508,7.485,NA,14.629,1.297,1.429,4.111,4.189,5.455,17.226,34.22,NA,3.25,15.406,1.105,12.649,46.804,21.201,NA,1.625,3.8,199,1.93,3.71,3.15,7.471,93.643,21.386,3.581,13.665,2.867,38.878,NA,32.529
"ID.13",44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,63.5
"sCF.sim.13",99.67,83.58,95.24,58.55,25.98,55.78,27.88,85.71,60.85,84.04,61.8,56.64,83.85,45.48,47.98,83.36,45.11,83.54,30,76.03,93.86,83.67,74.13,83.18,92.48,94.4,0,30,3,70.34,62.78,69.54,89.93,38.28,63.38,86.11,93.64,14.83,81.57,2,62.955
"sDF1.sim.13",0.33,16.42,2.54,25.62,53.65,20.5,42.77,6.06,19.45,15.96,20.57,28.72,7.82,12.22,33.89,8.34,49.46,6.97,18,9.78,3.95,0,9.64,11.79,5.28,0,30,1,0,14.35,23.72,14.98,5.37,48.03,18.63,9.37,4.14,16.67,16.56,0,15.814
